,Title,ID,Genre ID,Release Date,Release Year,Release Month,Release Day,Poster Path,Primary Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV,Thriller,War,Western
693,Envy,10710,[35],2004-04-30,2004,4,30,/RMaKg5mVnGVI0z3SvIgS7hYPUt.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,The Perfect Score,13505,"[35, 80]",2004-01-30,2004,1,30,/xflTliVBvCztaLzTJx9luHnSqwD.jpg,Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,The Nice Guys,290250,"[35, 80, 28]",2016-05-15,2016,5,15,/clq4So9spa9cXk3MZy2iMdqkxP2.jpg,Comedy,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,Daredevil,9480,"[14, 28, 80, 878, 53]",2003-02-14,2003,2,14,/oCDBwSkntYamuw8VJIxMRCtDBmi.jpg,Fantasy,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
697,Brother Bear,10009,"[12, 16, 10751]",2003-10-23,2003,10,23,/9VvLgj28J5m04y5gO0mt5np4yF8.jpg,Adventure,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
698,Scary Movie 3,4256,[35],2003-10-24,2003,10,24,/gLTVGCtUfD80sMDkbxAiWNso7Ne.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,Lara Croft: Tomb Raider - The Cradle of Life,1996,"[28, 12, 14, 53]",2003-07-21,2003,7,21,/vzWqkXbqs3EEMi3jgFpiRPgFGlG.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
700,Shanghai Knights,6038,"[28, 12, 35, 37]",2003-02-06,2003,2,6,/ponByQW8DyutxoxNt33MXU8BKqP.jpg,Action,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
701,Daddy Day Care,10708,"[35, 10751]",2003-05-09,2003,5,9,/y3aq5fDNtSHw79wugWtZDhejToj.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
702,Seabiscuit,4464,"[18, 36]",2003-07-22,2003,7,22,/sQthx2ADChuz4QQbDpP3FUH7nVz.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
703,Looney Tunes: Back in Action,10715,"[16, 35, 10751]",2003-11-14,2003,11,14,/pNrQaH0ATrz9wFrNpwfB1aU4MpK.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
704,The Lizzie McGuire Movie,18736,"[10751, 35]",2003-05-02,2003,5,2,/ctfRTZs6n75KWAmL6kEvct0qSGx.jpg,Family,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
705,Kangaroo Jack,10628,"[35, 12, 80, 10751, 28]",2003-01-17,2003,1,17,/nflh9On0de4l7ItCl3n4NVXjmnm.jpg,Comedy,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
706,Secondhand Lions,13156,"[35, 10751]",2003-09-19,2003,9,19,/oCndvwDmrsS0KzJEEDpqIoGFFGE.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
707,Dumb and Dumberer: When Harry Met Lloyd,10152,[35],2003-04-14,2003,4,14,/cSe9Kg3OzQskQbBtjaUPAaqca5n.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Radio,13920,[18],2003-10-24,2003,10,24,/uQ6ci4iFHhB6TWB2f4wftR7AEly.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709,Piglet's Big Movie,13691,"[16, 10751]",2003-03-16,2003,3,16,/9Dlb8HCzhO6rMv9KsOwrbL5P5kl.jpg,Animation,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
710,Rugrats Go Wild,20694,"[10751, 16]",2003-06-13,2003,6,13,/hpVpXRNY2IsU0xvfXtYOxu0QDwc.jpg,Family,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
711,The Cheetah Girls,32293,"[35, 18, 10751, 10402, 10770]",2003-08-15,2003,8,15,/2n813ySvmLdGV1CohEne7nAjUd2.jpg,Comedy,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
712,The Even Stevens Movie,50794,"[10770, 35, 10751]",2003-06-13,2003,6,13,/xFDvO48Gq7putBBJmvjZAXARHQW.jpg,TV,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
713,Dickie Roberts: Former Child Star,13778,[35],2003-09-05,2003,9,5,/6dgCPSVEEMU2BLvxOzBAvkQjIeL.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,BIONICLE: Mask of Light,19325,"[28, 12, 16, 10751, 878]",2003-09-15,2003,9,15,/tWH06orrlNNLhnwepGK6xXeCMJH.jpg,Action,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
715,Good Boy!,21765,"[35, 10751, 878]",2003-10-10,2003,10,10,/7y3CbU6Fw0zkgwETUe5U3Jtup6D.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
716,Shanghai Noon,8584,"[12, 28, 35, 37]",2000-05-26,2000,5,26,/b0WwWRcDiDahkah5vZ0KjB4N9ZZ.jpg,Adventure,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
717,Machete,23631,"[28, 35, 53]",2010-09-01,2010,9,1,/dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg,Action,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
718,Robin Hood,20662,"[12, 28, 18]",2010-05-12,2010,5,12,/9NS5QGOfck24yL3bZqWeW06PgPC.jpg,Adventure,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
719,Grown Ups,38365,[35],2010-06-24,2010,6,24,/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Dinner for Schmucks,38778,[35],2010-07-30,2010,7,30,/djwkUFhkM81gIsI9ZZ7I6ajZAKY.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Jackass 3D,16290,"[35, 99, 28]",2010-10-15,2010,10,15,/54Juiwh59XhBrSsBH8B6M03a6rL.jpg,Comedy,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Green Zone,22972,"[10752, 28, 12, 18, 53]",2010-03-11,2010,3,11,/b65rs7JliENfueAFCUekrFJKUO.jpg,War,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
723,MacGruber,37931,"[28, 12, 35]",2010-05-21,2010,5,21,/ItKwkmcYIoXUh5cydaIPimkzCI.jpg,Action,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,The Wolfman,7978,"[27, 36, 18, 53]",2010-02-11,2010,2,11,/cdzkHnXhPbBBBAPLKDXFCy3oHVD.jpg,Horror,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
725,Little Fockers,39451,"[35, 10749]",2010-12-21,2010,12,21,/90mwPRNMmX9RUGVgKMJMJNQnYX8.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
726,The Next Three Days,43539,"[10749, 18, 53, 80]",2010-11-18,2010,11,18,/rXWk1S0Ka7WtkIbi5grCxaY98Dl.jpg,Romance,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
727,Repo Men,31867,"[28, 878, 53, 80]",2010-03-18,2010,3,18,/briDKf5nrLzox2zcI6pquKeqWz8.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
728,The Bounty Hunter,27573,"[28, 35, 18]",2010-03-16,2010,3,16,/ibdhFsJuqfnCHZiqon4AaNNDCxv.jpg,Action,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
729,Edge of Darkness,12201,"[80, 18, 9648, 53]",2010-01-28,2010,1,28,/pvHjp1vEFmp5FquSCPQ2O95tIZJ.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
730,Louis C.K.: Hilarious,45523,[35],2010-01-26,2010,1,26,/8mJMrrT4tkfZLMFvKQ0Hq6jlXbp.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Unthinkable,38199,"[18, 53]",2010-06-14,2010,6,14,/kkkY8jyz4pj5NSnoV1dBl4HrKq4.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
732,Conviction,45094,[18],2010-09-11,2010,9,11,/aA4OEmy5QDnPNv2o2w5nCy52QBK.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
733,You Don't Know Jack,36950,"[18, 10770]",2010-04-14,2010,4,14,/xl4x8aILt9v91TUOKXHIVDZwkXy.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
734,The Experiment,43549,"[53, 18]",2010-07-15,2010,7,15,/zy6hJYii2PJfMRoUBlULhfuLsgL.jpg,Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
735,Death Bell,32272,"[27, 53]",2008-08-06,2008,8,6,/bsbA0UeJNmmhcBwTRRfcCH23fEt.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
736,Bad Teacher,52449,[35],2011-05-16,2011,5,16,/zpIY4qUSX91J9XpPgr0hFrk1eKr.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,Unknown,48138,"[28, 9648, 53]",2011-02-16,2011,2,16,/aXBQD515okXQZmYA89ntXMvSJSd.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
738,30 Minutes or Less,62206,"[28, 12, 35]",2011-08-11,2011,8,11,/gkCO4bf8kDxF4wsUOMzhYk3Pgz2.jpg,Action,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,The Sitter,57431,[35],2011-12-09,2011,12,9,/rOVS11iGQsFKRPzjXQPfyTmwtDr.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Hall Pass,48988,"[35, 10749]",2011-02-25,2011,2,25,/HqwUkeLOm6PUvcMntKvN0iSNR.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
741,A Very Harold & Kumar Christmas,55465,[35],2011-11-04,2011,11,4,/hgrKTnY1UJIYJHDv5geHixHVGl3.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,"I Love You, Man",16538,"[35, 10749]",2009-03-20,2009,3,20,/ewGJfCkBkLV4naw1WKqO301bHh2.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
743,Terminator Salvation,534,"[28, 878, 53]",2009-05-20,2009,5,20,/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
744,17 Again,16996,[35],2009-03-11,2009,3,11,/yEcfFXEWpuXcfsR9nKESVCFneqV.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Law Abiding Citizen,22803,"[18, 80, 53]",2009-10-15,2009,10,15,/fcEXcip7v0O1ndV4VUdFqJSqbOg.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
746,Invictus,22954,"[18, 36]",2009-12-10,2009,12,10,/cNUoXM8dtg5mRt90GLrAHBP9IGE.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
747,Crank: High Voltage,15092,"[28, 53, 80]",2009-04-16,2009,4,16,/tzTC4EEvF0OPL63frEiogxL2T8M.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
748,Julie & Julia,24803,"[10749, 18]",2009-08-06,2009,8,6,/r1bFBBj3VMek0oEtgm9N51OqVjF.jpg,Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
749,Away We Go,19255,"[35, 18, 10749]",2009-06-05,2009,6,5,/wQcHjtUgrVqZM5J86L8fTCXsExS.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
750,Halloween II,24150,[27],2009-08-28,2009,8,28,/vSHPM4LQDpWdQrD5KZWK6wNqSOD.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
751,Land of the Lost,18162,"[12, 35, 878, 10751]",2009-06-05,2009,6,5,/y1FBpV3qXT1yOUR2tRUWKtpo9Oy.jpg,Adventure,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
752,The International,4959,"[28, 53, 18, 80]",2009-02-03,2009,2,3,/kBrzK1vyu5n2ZpGfZQkeJU1CT6l.jpg,Action,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
753,The Messenger,28089,[18],2009-11-13,2009,11,13,/6wgpwY18YvysKNAjd0ZmJfe2iUy.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
754,Brooklyn's Finest,26390,"[80, 18, 53]",2009-01-16,2009,1,16,/9ZyJJpMsc3bF8gduDaxo0zo1gwK.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
755,"I Love You, Beth Cooper",19840,"[35, 10749]",2009-07-10,2009,7,10,/mUi6nEbo04DR1YwflbZX1RR7UwS.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
756,Notorious,14410,"[10402, 18, 36]",2009-01-16,2009,1,16,/62NsZPgueSiE8y7dqtU3FSLFwYw.jpg,Music,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
757,12 Rounds,17134,"[28, 53, 80]",2009-03-19,2009,3,19,/bZG2L0S9TuuFPj2hiRQ5BmhWqdm.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
758,The Chronicles of Narnia: Prince Caspian,2454,"[12, 10751, 14]",2008-05-15,2008,5,15,/g2fnrbnvynLIMN8954yL8y6ZXsO.jpg,Adventure,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
759,Be Kind Rewind,4953,"[18, 35]",2008-01-20,2008,1,20,/f0oX20YrQEiVPDH9InCQ1d3Cm66.jpg,Drama,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
760,The Mummy: Tomb of the Dragon Emperor,1735,"[12, 28, 14]",2008-07-01,2008,7,1,/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,Adventure,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
761,Harold & Kumar Escape from Guantanamo Bay,13335,"[35, 12]",2008-04-25,2008,4,25,/pRo2wOKbJEfoLnTK1APcDtKfGzL.jpg,Comedy,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Vantage Point,7461,"[18, 28, 53, 80]",2008-02-01,2008,2,1,/4mSh7NZiW36rUbpIgcKeGVcbSSx.jpg,Drama,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
763,Ghost Town,12797,"[35, 14, 10749]",2008-09-19,2008,9,19,/hRYAPIVT1b33ldEyOYJUQUtqbyf.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
764,Disaster Movie,13805,[35],2008-08-29,2008,8,29,/3J8XKUfhJiNzwobUZVtizXYPe8b.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Drillbit Taylor,8457,[35],2008-02-04,2008,2,4,/shqO696kFnM8Z4ODa3JglcjP97u.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Righteous Kill,13389,"[28, 80, 18, 53]",2008-09-11,2008,9,11,/riskU1joB032Dm1tPLPpDKzAbwi.jpg,Action,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
767,The Rocker,10186,"[35, 10402]",2008-08-20,2008,8,20,/wzgFC7jOEMtf9D6CSdI7ckUMtwU.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
768,Camp Rock,13655,"[35, 18, 10402, 10770, 10751, 10749]",2008-06-20,2008,6,20,/7IXMqZnwccogptThay3togKIFWw.jpg,Comedy,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
769,Pride and Glory,13150,"[53, 80, 18, 9648]",2008-09-09,2008,9,9,/8VZ1ABbtXqwPcc06yXbf3gj3anG.jpg,Thriller,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
770,Meet Dave,11260,"[35, 878, 12, 10751]",2008-07-08,2008,7,8,/3Qfav5aVRcZmq854olMjJ795JJ2.jpg,Comedy,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
771,Untraceable,8090,"[9648, 53]",2008-01-22,2008,1,22,/ySUwDRDEn01lKIMPQorpFCMLWqE.jpg,Mystery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
772,I Am So Proud of You,32534,"[16, 18]",2008-01-01,2008,1,1,/rLOR7LHwXrbD65PeXUHhT42Vf3.jpg,Animation,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
773,College Road Trip,13493,"[35, 10751]",2008-03-07,2008,3,7,/x5pw0xMuQkfs0pu5PkUeVL5gd6u.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
774,Minutemen,22371,"[10770, 35, 878, 10751, 12]",2008-02-29,2008,2,29,/2y00QZiT3XUGwIxQxY5WLvvd1Y6.jpg,TV,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
775,The Bourne Ultimatum,2503,"[28, 18, 9648, 53]",2007-08-03,2007,8,3,/d4DuphCHCjVUyffExnK5nLbn39K.jpg,Action,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
776,Live Free or Die Hard,1571,"[28, 53]",2007-06-20,2007,6,20,/smfNnLNbjNgpiOS7npW8mxF9A5Z.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
777,Dan in Real Life,7211,"[35, 10749, 18]",2007-10-26,2007,10,26,/wJkkkG4ditqNzlua0oJzoaICGiz.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
778,Alvin and the Chipmunks,6477,"[35, 10751, 14, 16]",2007-12-13,2007,12,13,/fONOOf3RmWnCKFwSl9e0z61KlZs.jpg,Comedy,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
779,I Now Pronounce You Chuck & Larry,3563,"[35, 10749]",2007-07-12,2007,7,12,/6wjJ9EnNw4cmTSZYgnao7RpI3X.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
780,Mr. Brooks,3432,"[80, 53]",2007-06-01,2007,6,1,/yO9pNxyAFGb1i8cutXsYlTF5RT7.jpg,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
781,Next,1738,"[28, 878, 53]",2007-04-24,2007,4,24,/td5uOBW41ib1KGz3g1Kc33BdFyj.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
782,Balls of Fury,9750,"[35, 80]",2007-08-29,2007,8,29,/obrDHxgyGcrbCpKbfsqOICeYy7S.jpg,Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Super High Me,14236,"[35, 99]",2007-10-13,2007,10,13,/1dejvHkcSYvVMMWhl59HLn1ShFQ.jpg,Comedy,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
784,88 Minutes,3489,"[80, 9648, 53]",2007-02-14,2007,2,14,/8rMiBz8kLMNmQyMbQXL9MPIlyw.jpg,Crime,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
785,The Great Debaters,14047,[18],2007-12-27,2007,12,27,/nuF3DDlZzNb2qq0tEsYU0zpXf8K.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
786,The Bourne Supremacy,2502,"[28, 18, 53]",2004-07-23,2004,7,23,/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg,Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
787,Transformers: Revenge of the Fallen,8373,"[878, 28, 12]",2009-06-19,2009,6,19,/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,Science Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
788,How the Grinch Stole Christmas,8871,"[10751, 35, 14]",2000-11-17,2000,11,17,/1WZbbPApEivA421gCOluuzMMKCk.jpg,Family,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
789,Inside Man,388,"[80, 18, 53]",2006-03-17,2006,3,17,/mf4i9zZVXMmqWsEb9D0OAY7k3t.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
790,Austin Powers in Goldmember,818,"[35, 80, 878]",2002-07-26,2002,7,26,/c4Sus7BvVQM6i9M3Cr0U8Vw0L9f.jpg,Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
791,Rocky Balboa,1246,"[18, 28]",2006-12-20,2006,12,20,/kriSNwerSbYIiAVYqEWH3QjD4IY.jpg,Drama,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
792,Freaky Friday,10330,"[35, 10751, 10749, 14]",2003-08-05,2003,8,5,/ipKcZ4Up7dp18XpsfYUc9NKZy3g.jpg,Comedy,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
793,Miss Congeniality,1493,"[35, 80, 28]",2000-12-22,2000,12,22,/pat3vKaRlB70he4ghwTMydR4TvP.jpg,Comedy,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,The Last King of Scotland,1523,[18],2006-01-12,2006,1,12,/quckyadj0bYCzIXMDIi4lrwJfth.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
795,Holes,8326,"[12, 10751, 18, 35]",2003-04-18,2003,4,18,/w3KHhv3Lb42lqdd95mAxYwM4AcF.jpg,Adventure,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
796,The Road to El Dorado,10501,"[12, 16, 35, 10751, 28]",2000-03-31,2000,3,31,/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg,Adventure,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
797,She's the Man,9655,"[35, 18, 10751, 10749]",2006-03-17,2006,3,17,/6NIvKonJblEaR6jD1BA6bsY0fXV.jpg,Comedy,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
798,My Big Fat Greek Wedding,8346,"[35, 18, 10749]",2002-02-22,2002,2,22,/wSH8ZNE8sMbvJwetK5DC87bhqd2.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
799,Final Destination 3,9286,"[27, 9648]",2006-02-09,2006,2,9,/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
800,Evolution,9397,"[35, 878]",2001-06-08,2001,6,8,/qCPaLtg78iDUY4VU3nGyX8n1osN.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
801,Smokin' Aces,7516,"[28, 35, 80, 53]",2006-12-09,2006,12,9,/nrdnN8WqvyOt8Bnl3hgWcZD6ZyM.jpg,Action,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
802,The Perfect Storm,2133,"[28, 12, 18, 53]",2000-06-29,2000,6,29,/vJPoxqgpfFNbGi0HyoNsjFeLCio.jpg,Action,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
803,Shaolin Soccer,11770,"[28, 35]",2001-07-12,2001,7,12,/n8ScxRhL6AfPLiN60LumT2BYvP.jpg,Action,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Little Nicky,9678,"[35, 14, 10749, 27]",2000-11-10,2000,11,10,/AudA8gnTWSBWXBHSBHnr3HHUXXM.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
805,Rat Race,9896,"[12, 35]",2001-08-17,2001,8,17,/8ghNCfFbCJjcNSz2K5jOC3eO6ZD.jpg,Adventure,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Flightplan,9315,"[53, 18, 9648]",2005-09-22,2005,9,22,/hlZ8tWZzMYWOwFmExSBohZHXcrf.jpg,Thriller,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
807,Flushed Away,11619,"[12, 16, 35, 10751]",2006-10-22,2006,10,22,/o4JlinGGDwxfmtvyUotZQdDdLA2.jpg,Adventure,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
808,Year One,17610,"[35, 12]",2009-06-18,2009,6,18,/thbOE3y9cXqRIeGYSyPP0nYFGz5.jpg,Comedy,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Scary Movie 4,4257,[35],2006-04-12,2006,4,12,/4SMqo8Me8aCT4KAVLeG9pk8VYiN.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Fanboys,13532,"[12, 35]",2009-02-06,2009,2,6,/fitksX4J3xfBjT38YgDUXOlBkHk.jpg,Adventure,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Harry Brown,25941,"[53, 80, 18, 28]",2009-11-11,2009,11,11,/zthprdjuK7vN4ABBGQXo8RF7qYB.jpg,Thriller,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
812,Accepted,9788,[35],2006-08-18,2006,8,18,/kolf3wds5pWaxXZuhhWj7B2eFue.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,The Scorpion King,9334,"[28, 14, 12]",2002-04-18,2002,4,18,/aITIsX20tACn6jgtyDcCYpRT216.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
814,Baby Mama,8780,[35],2008-04-25,2008,4,25,/caN4dYx3eV8k0pOrbZPesTEP50D.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Cats & Dogs,10992,"[35, 10751]",2001-07-04,2001,7,4,/77dmCJelVTBPBwbTppiisQx0e82.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
816,The Hot Chick,11852,"[35, 14]",2002-12-13,2002,12,13,/p2YrGRvSef7tKZCgfiwqPKSNFB7.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
